title,link,description,date,source,content,summary
Chinese basketball fans blast ‘shameless’ South Koreans after Asian Games clash - South China Morning Post,https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5zY21wLmNvbS9zcG9ydC9iYXNrZXRiYWxsL2FydGljbGUvMzIzNjY0OC9hc2lhbi1nYW1lcy0yMDIzLWNoaW5lc2UtYmFza2V0YmFsbC1mYW5zLWJsYXN0LXNoYW1lbGVzcy1zb3V0aC1rb3JlYW5zLWFmdGVyLWFsdGVyY2F0aW9u0gGOAWh0dHBzOi8vYW1wLnNjbXAuY29tL3Nwb3J0L2Jhc2tldGJhbGwvYXJ0aWNsZS8zMjM2NjQ4L2FzaWFuLWdhbWVzLTIwMjMtY2hpbmVzZS1iYXNrZXRiYWxsLWZhbnMtYmxhc3Qtc2hhbWVsZXNzLXNvdXRoLWtvcmVhbnMtYWZ0ZXItYWx0ZXJjYXRpb24?oc=5," href=""https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5zY21wLmNvbS9zcG9ydC9iYXNrZXRiYWxsL2FydGljbGUvMzIzNjY0OC9hc2lhbi1nYW1lcy0yMDIzLWNoaW5lc2UtYmFza2V0YmFsbC1mYW5zLWJsYXN0LXNoYW1lbGVzcy1zb3V0aC1rb3JlYW5zLWFmdGVyLWFsdGVyY2F0aW9u0gGOAWh0dHBzOi8vYW1wLnNjbXAuY29tL3Nwb3J0L2Jhc2tldGJhbGwvYXJ0aWNsZS8zMjM2NjQ4L2FzaWFuLWdhbWVzLTIwMjMtY2hpbmVzZS1iYXNrZXRiYWxsLWZhbnMtYmxhc3Qtc2hhbWVsZXNzLXNvdXRoLWtvcmVhbnMtYWZ0ZXItYWx0ZXJjYXRpb24?oc=5"" target=""_blank"">Chinese basketball fans blast ‘shameless’ South Koreans after Asian Games clash</a>&nbsp;&nbsp;<font color=""#6f6f6f"">South China Morning Post</font",2023-10-03 09:38:02+00:00,South China Morning Post,"Advertisement Advertisement Asian Games 2023 + FOLLOW Get more with my NEWS A personalised news feed of stories that matter to you Learn more China’s players clash with their South Korean opponents in their men’s basketball quarterfinal at the Asian Games in Hangzhou. Photo: Xinhua Sport Basketball Asian Games 2023: Chinese basketball fans blast ‘shameless’ South Koreans after altercation in quarter-final win China’s men win 84-70 to set up a semi-final against the Philippines, but third-quarter conflict fires home fans up the most in Hangzhou Squabble sparked when Zhao Jiwei’s arm is clamped by Jeon Sung-hyun, with pair tussling over the ball before players rush in Asian Games 2023 + FOLLOW Nicolas Atkin + FOLLOW Published: 5:38pm, 3 Oct, 2023 Why you can trust SCMP China’s men’s basketball team beat South Korea 84-70 on Tuesday to set up a semi-final against the Philippines at the Asian Games. But it was a third-quarter conflict that fired the home fans up the most in Hangzhou, after flashpoints across several different sports between the two nations at the 19th Asiad. The squabble was sparked when Zhao Jiwei’s arm was clamped by South Korea’s Jeon Sung-hyun, with the pair tussling over the ball. Both sets of players then rushed in and a physical altercation almost broke out, but the officials broke things up, and the referee awarded a physical foul on each side. “Every time I watch them play, I get p***** off by the Koreans. Can’t you have some sportsmanship?” one user wrote on Chinese social media platform Weibo, where the incident was trending. Another fan blasted South Korea for being “weak” and showing “shameless moves” during the on-court argument, while one said “South Korea is really dirty no matter what kind of sport it is”. South Korean athletes have come under the spotlight in Hangzhou for a perceived lack of sportsmanship. Judoka Lee Hye-kyeong was disqualified for slapping her opponent in the face, while tennis star Kwon Soon-woo smashed his racket after a loss and then refused to shake hands with his Thai rival. One post on Weibo, a Twitter-like platform, praised China’s Wang Zhelin and Xiao Cui for “rushing in the most fiercely” and “going up to fight” while other players were trying to break things up. China’s player celebrate on the bench during the match. Photo: Xinhua Du Runwang was the star of the show for China, scoring a game-high 16 points and six rebounds, and hitting four of seven three-pointers. His performance earned high praise from coach Aleksandar Dordevic. “I hope to bring him to the post-match press conference next time. He has performed well in these two games and had a good touch on offence, which has brought great influence to the team. Very helpful,” the Serbian said. Du insisted he would take his coach up on his wish – but only if they win gold on home soil at the Games. “I will continue to work hard. What I hope most is to win the championship and then attend the post-game press conference,” he said. Du Runwang goes for a layup against South Korea. Photo: Xinhua This time it was Zhu Junlong who came to speak to the media, with the coach also singling out his “very good job on defence”. “This is also the reason why I chose him to attend this press conference,” Dordevic said. “I also ask my players who they want to attend the press conference, and they will recommend players with outstanding performances. One of the reasons for the good atmosphere is that I fully respect their ideas.” Aleksandar Djordjevic instructs his players on the sidelines. Photo: Xinhua China’s head coach also admitted their semi-final opponents will be a “tough” match, especially given the Philippines beat them 96-75 in Manila at the Basketball World Cup last month. The Gilas Pilipinas edged past Iran 84-83 in their quarter-final on Tuesday. “Last time we played against each other, they played a wonderful performance in the second half and deserved the victory in that game,” Dordevic said. “This is a good opportunity for revenge. Although Jordan Clarkson is missing this time, the Philippines is a very experienced team. We need to play our own basketball, defend well, and stay focused.” 6",China beat South Korea 84-70 to set up semi-final against Philippines. Third-quarter conflict fires home fans up the most in Hangzhou. Squabble sparked when Zhao Jiwei’s arm was clamped by Jeon Sung-hyun. Both sets of players then rushed in and a physical altercation almost broke out.
"India vs Thailand kabaddi, Asian Games 2023 Group A men's match, result and scores - Olympics",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1rYWJhZGRpLW1lbi1pbmRpYS12cy10aGFpbGFuZC1ncm91cC1tYXRjaC1yZXN1bHQtc2NvcmVz0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1rYWJhZGRpLW1lbi1pbmRpYS12cy10aGFpbGFuZC1ncm91cC1tYXRjaC1yZXN1bHQtc2NvcmVz0gEA?oc=5"" target=""_blank"">India vs Thailand kabaddi, Asian Games 2023 Group A men's match, result and scores</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-04 02:04:00+00:00,Olympics,,No Content
Asian Games 2023 medal events on Day 11: Discover schedule and how to watch live action on 4 October - Olympics,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1tZWRhbC1ldmVudHMtZGF5LTExLXNjaGVkdWxlLWhvdy10by13YXRjaC00LW9jdG9iZXLSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1tZWRhbC1ldmVudHMtZGF5LTExLXNjaGVkdWxlLWhvdy10by13YXRjaC00LW9jdG9iZXLSAQA?oc=5"" target=""_blank"">Asian Games 2023 medal events on Day 11: Discover schedule and how to watch live action on 4 October</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 15:36:00+00:00,Olympics,,No Content
False start chaos: Chinese runner apologises amidst controversy - Rediff.com,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LnJlZGlmZi5jb20vc3BvcnRzL3JlcG9ydC9mYWxzZS1zdGFydC1jaGFvcy1hdC1hc2lhbi1nYW1lcy1jaGluZXNlLXJ1bm5lci1hcG9sb2dpc2VzLWFtaWRzdC1jb250cm92ZXJzeS8yMDIzMTAwMy5odG3SAYEBaHR0cHM6Ly9tLnJlZGlmZi5jb20vYW1wL3Nwb3J0cy9yZXBvcnQvZmFsc2Utc3RhcnQtY2hhb3MtYXQtYXNpYW4tZ2FtZXMtY2hpbmVzZS1ydW5uZXItYXBvbG9naXNlcy1hbWlkc3QtY29udHJvdmVyc3kvMjAyMzEwMDMuaHRt?oc=5," href=""https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LnJlZGlmZi5jb20vc3BvcnRzL3JlcG9ydC9mYWxzZS1zdGFydC1jaGFvcy1hdC1hc2lhbi1nYW1lcy1jaGluZXNlLXJ1bm5lci1hcG9sb2dpc2VzLWFtaWRzdC1jb250cm92ZXJzeS8yMDIzMTAwMy5odG3SAYEBaHR0cHM6Ly9tLnJlZGlmZi5jb20vYW1wL3Nwb3J0cy9yZXBvcnQvZmFsc2Utc3RhcnQtY2hhb3MtYXQtYXNpYW4tZ2FtZXMtY2hpbmVzZS1ydW5uZXItYXBvbG9naXNlcy1hbWlkc3QtY29udHJvdmVyc3kvMjAyMzEwMDMuaHRt?oc=5"" target=""_blank"">False start chaos: Chinese runner apologises amidst controversy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Rediff.com</font",2023-10-03 18:21:47+00:00,Rediff.com,,No Content
Asian Games 2023: Boxing finals results - complete list - Olympics,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1ib3hpbmctcmVzdWx0c9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1ib3hpbmctcmVzdWx0c9IBAA?oc=5"" target=""_blank"">Asian Games 2023: Boxing finals results - complete list</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 14:28:00+00:00,Olympics,,No Content
"If you cross that line, I will chase after you, warns Zii Jia after win over Angus [NSTTV] - New Straits Times",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3Lm5zdC5jb20ubXkvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjA4OS9pZi15b3UtY3Jvc3MtbGluZS1pLXdpbGwtY2hhc2UtYWZ0ZXIteW91LXdhcm5zLXppaS1qaWEtYWZ0ZXItd2lu0gF7aHR0cHM6Ly93d3cubnN0LmNvbS5teS9hbXAvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjA4OS9pZi15b3UtY3Jvc3MtbGluZS1pLXdpbGwtY2hhc2UtYWZ0ZXIteW91LXdhcm5zLXppaS1qaWEtYWZ0ZXItd2lu?oc=5," href=""https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3Lm5zdC5jb20ubXkvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjA4OS9pZi15b3UtY3Jvc3MtbGluZS1pLXdpbGwtY2hhc2UtYWZ0ZXIteW91LXdhcm5zLXppaS1qaWEtYWZ0ZXItd2lu0gF7aHR0cHM6Ly93d3cubnN0LmNvbS5teS9hbXAvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjA4OS9pZi15b3UtY3Jvc3MtbGluZS1pLXdpbGwtY2hhc2UtYWZ0ZXIteW91LXdhcm5zLXppaS1qaWEtYWZ0ZXItd2lu?oc=5"" target=""_blank"">If you cross that line, I will chase after you, warns Zii Jia after win over Angus [NSTTV]</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New Straits Times</font",2023-10-02 07:07:30+00:00,New Straits Times,,No Content
"Asian Games 2023 archery: Jyothi Surekha Vennam, Abhishek Verma and Ojas Deotale assure medals - Olympics",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1hcmNoZXJ5LWluZGlhLXNjb3Jlcy1yZXN1bHRzLWRheS0z0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1hcmNoZXJ5LWluZGlhLXNjb3Jlcy1yZXN1bHRzLWRheS0z0gEA?oc=5"" target=""_blank"">Asian Games 2023 archery: Jyothi Surekha Vennam, Abhishek Verma and Ojas Deotale assure medals</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 09:23:00+00:00,Olympics,,No Content
Asian Games 2023 javelin throw: Pakistan's Arshad Nadeem withdraws due to injury - Olympics,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1tZW4tamF2ZWxpbi10aHJvdy1wYWtpc3Rhbi1hcnNoYWQtbmFkZWVtLWluanVyeS13aXRoZHJhd9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1tZW4tamF2ZWxpbi10aHJvdy1wYWtpc3Rhbi1hcnNoYWQtbmFkZWVtLWluanVyeS13aXRoZHJhd9IBAA?oc=5"" target=""_blank"">Asian Games 2023 javelin throw: Pakistan's Arshad Nadeem withdraws due to injury</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 15:34:00+00:00,Olympics,,No Content
"Bangladesh Vs Malaysia Live Streaming, Asian Games 2023 Men's Cricket, Quarter-final: When And Where To Watch BAN Vs MAS Match - Outlook India",https://news.google.com/rss/articles/CBMiqwFodHRwczovL3d3dy5vdXRsb29raW5kaWEuY29tL3Nwb3J0cy9iYW5nbGFkZXNoLXZzLW1hbGF5c2lhLWxpdmUtc3RyZWFtaW5nLWFzaWFuLWdhbWVzLTIwMjMtbWVuLXMtY3JpY2tldC1xdWFydGVyLWZpbmFsLXdoZW4tYW5kLXdoZXJlLXRvLXdhdGNoLWJhbi12cy1tYXMtbWF0Y2gtbmV3cy0zMjIxMjDSAa8BaHR0cHM6Ly93d3cub3V0bG9va2luZGlhLmNvbS9zcG9ydHMvYmFuZ2xhZGVzaC12cy1tYWxheXNpYS1saXZlLXN0cmVhbWluZy1hc2lhbi1nYW1lcy0yMDIzLW1lbi1zLWNyaWNrZXQtcXVhcnRlci1maW5hbC13aGVuLWFuZC13aGVyZS10by13YXRjaC1iYW4tdnMtbWFzLW1hdGNoLW5ld3MtMzIyMTIwL2FtcA?oc=5," href=""https://news.google.com/rss/articles/CBMiqwFodHRwczovL3d3dy5vdXRsb29raW5kaWEuY29tL3Nwb3J0cy9iYW5nbGFkZXNoLXZzLW1hbGF5c2lhLWxpdmUtc3RyZWFtaW5nLWFzaWFuLWdhbWVzLTIwMjMtbWVuLXMtY3JpY2tldC1xdWFydGVyLWZpbmFsLXdoZW4tYW5kLXdoZXJlLXRvLXdhdGNoLWJhbi12cy1tYXMtbWF0Y2gtbmV3cy0zMjIxMjDSAa8BaHR0cHM6Ly93d3cub3V0bG9va2luZGlhLmNvbS9zcG9ydHMvYmFuZ2xhZGVzaC12cy1tYWxheXNpYS1saXZlLXN0cmVhbWluZy1hc2lhbi1nYW1lcy0yMDIzLW1lbi1zLWNyaWNrZXQtcXVhcnRlci1maW5hbC13aGVuLWFuZC13aGVyZS10by13YXRjaC1iYW4tdnMtbWFzLW1hdGNoLW5ld3MtMzIyMTIwL2FtcA?oc=5"" target=""_blank"">Bangladesh Vs Malaysia Live Streaming, Asian Games 2023 Men's Cricket, Quarter-final: When And Where To Watch BAN Vs MAS Match</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Outlook India</font",2023-10-03 12:33:06+00:00,Outlook India,,No Content
Asian Games 2023 sport climbing: Know India's schedule and results - Olympics,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1zcG9ydC1jbGltYmluZy1pbmRpYS1zY2hlZHVsZS1yZXN1bHRz0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1zcG9ydC1jbGltYmluZy1pbmRpYS1zY2hlZHVsZS1yZXN1bHRz0gEA?oc=5"" target=""_blank"">Asian Games 2023 sport climbing: Know India's schedule and results</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 12:36:00+00:00,Olympics,,No Content
"Out of podium, Hidilyn Diaz-Naranjo picks up insights for Olympic bid - Inquirer.net",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vc3BvcnRzLmlucXVpcmVyLm5ldC81MzE5NTQvZmluaXNoaW5nLW91dC1vZi10aGUtcG9kaXVtLWRpYXotbmFyYW5qby1waWNrcy11cC12YWx1YWJsZS1pbnNpZ2h0cy1mb3ItaGVyLW9seW1waWMtam91cm5ledIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMifmh0dHBzOi8vc3BvcnRzLmlucXVpcmVyLm5ldC81MzE5NTQvZmluaXNoaW5nLW91dC1vZi10aGUtcG9kaXVtLWRpYXotbmFyYW5qby1waWNrcy11cC12YWx1YWJsZS1pbnNpZ2h0cy1mb3ItaGVyLW9seW1waWMtam91cm5ledIBAA?oc=5"" target=""_blank"">Out of podium, Hidilyn Diaz-Naranjo picks up insights for Olympic bid</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Inquirer.net</font",2023-10-02 20:30:00+00:00,Inquirer.net,"sports / Array Asian Games , Weightlifting TRAINING DAY Out of podium, Hidilyn Diaz-Naranjo picks up insights for Olympic bid By: June Navarro -  Reporter                           
                         / @junavINQ Philippine Daily Inquirer / 04:30 AM October 03, 2023 Hidilyn Diaz-Naranjo has something to smile about despite dropping out of the medal race in weightlifting. —ASIAN GAMES POOL There should be adequate worry over the country’s attempt to at least replicate what has been the most successful Olympic trip by Team Philippines ever in Tokyo two years ago. Four medals, one of them the breakthrough gold. At the ongoing Asian Games here in Hangzhou, China, two of those medalists crashed out of the podium race, one of them the breakthrough gold winner. ADVERTISEMENT But Hidilyn Diaz-Naranjo brushed off her latest slipup in her bid to repeat her golden triumph next year in the Paris Olympics by putting into context exactly where her fourth-place finish in the Asian Games weightlifting event falls in her grand scheme with a little joke during a postgame interview. FEATURED STORIES SPORTS Brownlee says Gilas up to task of taking down China in Asian Games semis SPORTS Gilas Pilipinas escapes Iran to reach Asian Games semifinals SPORTS Syrian crowd-pleaser stands in Eumir Marcial’s Paris path “I’m so happy with today’s training, I mean today’s result,’’ said Diaz-Naranjo laughing. And by her own reckoning, that “training” session showed her what she wanted to see: Diaz-Naranjo is gradually building up the strength necessary to become a worthy contender in the 2024 Summer Games. ADVERTISEMENT “Just a few more kilos and I’ll be moving closer to getting into the top 5 or 6 (in the world),’’ said Diaz-Naranjo after winding up fourth in women’s weightlifting on Monday. It would have been a disappointing finish considering Diaz-Naranjo was heavily counted on to bump up Team Philippines’ gold count. The delegation also lost Olympic silver medalist Nesthy Petecio after she lost her bout in women’s boxing. Forced to switch to a heavier class for her bid in the Olympics, where her normal fighting weight was scrubbed, Diaz-Naranjo finished with a combined lift of 223 kilograms built on her 97 in the snatch and 126 in the clean and jerk. North Korea’s Kim Ilgyong grabbed the gold medal, shattering all the division’s records along the way. The 20-year-old lifter pushed the bar to 111 kg in the snatch and carried 133 in the clean and jerk for a total of 246, setting a new world record and continental standard in both elite and junior divisions. But the Asian Games was never really an event circled in Diaz-Naranjo’s calendar. “This [Asian Games] isn’t a qualifier [to the Olympics]. I just really wanted to compete here,’’ said Diaz-Narnjo. Still pleased But something about her performance had her pleased. “So far, so good. You saw I’d attempted 100 (kgs) [in the snatch] and 131 [in the clean and jerk]. It’s my first time trying them and it made me realize how stronger I’ve become,’’ said Diaz-Naranjo, who used the event to test how she would fare against the division’s top bets. “All of them are strong, but I’m still happy. At the end of the day, it’s Paris 2024 that matters,’’ she said.China’s Luo Shifang was unseated as Asian champion and settled for the silver following a 240 effort on the strength of a 107 in the snatch and 126 in the clean and jerk.Hsing Chun Kuo of Chinese Taipei completed the podium with a 227 lift despite being hobbled by an injured left knee. “I think China will be the toughest competitor (in Paris) while Chinese Taipei could be second. I also have to put up against Ukraine, Columbia and Canada,’’ said Diaz-Naranjo, who won the Olympic gold in the women’s 55 kg. Kim, the North Korean lifting wonder, won’t be seeing action in Paris. According to Samahang Weightlifting ng Pilipinas president Monico Puentevella, North Korean lifters could be barred from participating in the Olympics since they refuse to undergo doping tests. The 32-year-old Filipino weightlifting heroine is eyeing for a fifth consecutive appearance in the Olympics. Your subscription could not be saved. Please try again. Your subscription has been successful. Subscribe to our daily newsletter SIGN ME UP By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . “From here, I’ll go home and train for [the] Qatar [World Cup],” she said, as she hopes to put to use the insights gained from this “training” session with Asia’s best. Diaz-Naranjo has already finished three of the five tournaments necessary to make it to Paris. READ NEXT NBA: Jimmy Butler’s new look surprises even the Miami Heat Tuesday thoughts for Gilas Pilipinas in Monday win over Qatar EDITORS' PICK Kin say justice still elusive a year after Mabasa slay LIVE UPDATES: Hangzhou Asian Games October 3 US House speaker ejected in brutal, historic rebellion DENR wants tighter small-scale mining regulation Unilab fortifies partnerships that empower persons with disabilities (PWDs), fosters inclusivity in the workplace DA, DTI propose lifting of price ceiling on rice MOST READ US House speaker ejected in brutal, historic rebellion Joey de Leon composes poem for critics, cites Michael V’s remark on comedians’ predicament Brownlee says Gilas up to task of taking down China in Asian Games semis Asian Games: PH team resets national record to make men’s 4x400m final View comments EDITORS' PICK MOST READ newsinfo Kin say justice still elusive a year after Mabasa slay sports LIVE UPDATES: Hangzhou Asian Games October 3 newsinfo US House speaker ejected in brutal, historic rebellion business DENR wants tighter small-scale mining regulation business Unilab fortifies partnerships that empower persons with disabilities (PWDs), fosters inclusivity in the workplace newsinfo DA, DTI propose lifting of price ceiling on rice newsinfo US House speaker ejected in brutal, historic rebellion October 04, 2023 entertainment Joey de Leon composes poem for critics, cites Michael V’s remark on comedians’ predicament October 03, 2023 sports Brownlee says Gilas up to task of taking down China in Asian Games semis October 04, 2023 sports Asian Games: PH team resets national record to make men’s 4x400m final October 03, 2023 newsinfo Arrest warrant out vs 6 cops for murder of Navotas teen October 04, 2023 entertainment LOOK: Maxine Medina, non-showbiz fiancé are now married October 04, 2023 TAGS: Sports Your subscription could not be saved. Please try again. Your subscription has been successful. Subscribe to our sports news SIGN ME UP By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .","Hidilyn Diaz-Naranjo finished fourth in women’s weightlifting at the Asian Games in Hangzhou, China. The 20-year-old lifter used the event to test how she would fare against the division's top bets. North Korean lifters could be barred from participating in the Olympics since they refuse to refuse to lift for North Korea."
Asian Games 2023 - Badminton: Loh Kean Yew crashes out in the round of 32 - Olympics,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1iYWRtaW50b24tbG9oLWtlYW4teWV3LWNyYXNoZXMtb3V0LXJvdW5kLW9mLTMy0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1iYWRtaW50b24tbG9oLWtlYW4teWV3LWNyYXNoZXMtb3V0LXJvdW5kLW9mLTMy0gEA?oc=5"" target=""_blank"">Asian Games 2023 - Badminton: Loh Kean Yew crashes out in the round of 32</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-03 10:08:00+00:00,Olympics,,No Content
